JobTitle,Salary,CompanyName,CompanyRating,JobLocation,Summary,Date
Data Science Manager-R&D,nan,Flytxt Mobile Solutions,4.3,"Thiruvananthapuram, Kerala",The candidate is expected to be strong in fundamentals of computer science as well as in analyzing and designing AI/Machine learning algorithms.,30+ days ago
Data science trainer,nan,SocialPrachar.com,4.3,"Bengaluru, Karnataka",Social Prachar Bangalore branch is looking for a Data Science Trainer.,8 days ago
Data Analyst,nan,Netradyne,nan,"Bengaluru, Karnataka",Good understanding of data bases and SQL.,30+ days ago
"Data Science Lead – Python, AI/ML",nan,MNF – MyNextFilm,nan,"New Delhi, Delhi",Excellent quantitative skills and the ability to tell a story using data.,30+ days ago
"Executive, Risk Surveillance - Data and Models",nan,Macquarie Group Limited,3.8,"Gurgaon, Haryana","This includes liaising with colleagues in the global risk surveillance teams to identify patterns and behaviours through coupling communications, trades and…",30+ days ago
Global Medical Data Scientist,nan,GSK,4.2,"Bengaluru, Karnataka",This role will appropriately translate unstructured data into structured data to integrate with other data and analyses for use with insight discovery.,30+ days ago
Technical Consultant,nan,Fujitsu,3.6,"Bengaluru, Karnataka","� A tertiary degree in GIS, data science or a related field � A minimum of 5 years experience supporting the full ESRI stack including ArcGIS Pro, ArcMap,…",8 days ago
Consultant HEOR,nan,Parexel,3.7,"Bengaluru, Karnataka",Ability to evaluate data and draw conclusions independently.,1 day ago
Biz Ops Engineer II,nan,MasterCard,4.1,"Pune, Maharashtra","Experience with algorithms, data structures, scripting, pipeline management, and software design.",1 day ago
Machine Learning Internship,nan,Indian Essential,nan,"Pune, Maharashtra","Are available for Machine Learning ,AI and data Science offline or online internship.",7 days ago
Data Analyst,nan,Parexel,3.7,"Hyderabad, Telangana",Assist in developing QC procedures to identify data anomalies.,1 day ago
CB - Vice President Data Science,nan,"JPMorgan Chase Bank, N.A.",3.9,"Bengaluru, Karnataka",Lead initiatives that leverage our data assets to generate insights through hands-on data science techniques.,Today
Python Engineer – NLP,nan,CodeData,nan,India,The ideal candidate will have industry experience solving language-related problems on vast quantities of data.,15 days ago
Freelance Medical Writer,11807 - 22177 a month,Bright Bridge Infotech,nan,"Coimbatore, Tamil Nadu","Ability to integrate, interpret, and summarize data from a variety of sources in a clear and concise manner.",22 days ago
Associate Scientist,nan,Syngene,4.0,"Bengaluru, Karnataka","Writing of Laboratory Note Books, tractability of raw data, analysis and study report to ensure data integrity.",2 days ago
Advanced Analytics Master - Data Scientist,nan,Hewlett Packard Enterprise,3.8,"Bengaluru, Karnataka",Experience of deploying & realizing value from large scale data science implementations.,6 days ago
"Senior Analyst, Data Analytics",nan,FinalQuadrant SuiteCase,nan,Remote,Experience in predictive modeling in big data environment is a plus.,30+ days ago
Staff Data Scientist,nan,Walmart,3.5,"Bengaluru, Karnataka",Proven ability to lead agile data science sprint projects.,30+ days ago
"Intern, Data and Knowledge Management",nan,TeachForIndia,4.3,India,Explore data management tools and systems.,30+ days ago
Intern-DFM Data Analyst,nan,GLOBALFOUNDRIES,3.3,"Bengaluru, Karnataka",Big data skills: Spark/Pyspark/Scala/Spark SQL.,30+ days ago
Data Engineer,nan,Indian School of Business,4.3,"Mohali, Punjab",Ability to leverage multiple tools and programming languages to analyze and manipulate data sets from disparate data sources.,30+ days ago
Data Scientist,nan,Novartis,4.1,"Hyderabad, Telangana",In predictive modeling and large data analysis.,30+ days ago
Data Scientist - Lead,nan,Climate Connect,4.0,"Pune, Maharashtra",This is a data science and ML focused position.,13 days ago
Building Sciences / Civil Engineers or Technologists,nan,IRC Building Sciences Group,nan,Orissa,"Knowledge in areas related to building science such as thermodynamics, heat transfer and psychometrics.",30+ days ago
Computer Science Faculty,25000 a month,Zelinoid Technologies Pvt Limited,nan,"Hyderabad, Telangana","Looking for Computer Science Faculty, having minimum 2 years of experience in teaching programming languages, Operating Systems, Algorithms/data structures,…",11 days ago
Team Leader,nan,Cognizant,3.9,"Kolkata, West Bengal",Ensures data integrity of data presented to client.,2 days ago
Medical science liaison,nan,Boehringer Ingelheim,4.1,Karnataka,Experience in the generation and interpretation of scientific information into clinical relevant data according to criteria of evidence based medicine;,6 days ago
"Big Data Testing – Hadoop, Kafka, ETL, Java",nan,Qualitrix Technologies,nan,"Bengaluru, Karnataka",Scripting ability to extract and process data.,2 days ago
"Consultant, Data Science and Analytics",nan,TransUnion,3.8,"Chennai, Tamil Nadu",We also have a modern computing environment based on best-in-class “big data” technologies and the freedom to explore new data sources and statistical and…,30+ days ago
Data Scientist,500000 - 900000 a year,loyalytics consulting,nan,"Bengaluru, Karnataka","Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical…",30+ days ago
Data Modelers,nan,Triumphant ITCS,nan,India,Implement business processes and define test data.,18 days ago
"1803- Data Analyst, Level 3",nan,Certara,nan,"Secunderabad, Telangana","Knowledge of statistics, data management tools like R is an added advantage.",20 days ago
Data Scientist,nan,Sequretek,nan,"Bengaluru, Karnataka",Techniques to real-world data sets.,30+ days ago
"Officer, GEGEP",nan,Room to Read,4.3,"New Delhi, Delhi",Working with RM&E on data quality monitoring visits and follow up all the concerns and ensure resolution.,4 days ago
Sr. Data Scientist,nan,VMock Inc,nan,"Gurgaon, Haryana",Atleast 5 years of data science and machine learning experience.,14 days ago
Data Analyst,nan,Anyone Home,3.6,"Pune, Maharashtra",Commissioning and decommissioning of data sets.,3 days ago
Business Analyst,400000 a year,Skill-Lync,nan,"Chennai, Tamil Nadu",Conducting research and analyzing data.,17 days ago
CIB - Secuirities Services Operations - Data Analytics & Data Visualisation - Associate,nan,"JPMorgan Chase Bank, N.A.",3.9,"Mumbai, Maharashtra",Working knowledge of industry wide data quality toolsets to support identified data validation and remediation.,Just posted
Data Science Engineer,nan,Diverse Lynx India,4.8,"Mumbai, Maharashtra","R Studio, Jupyter,python, Shiny , ETL, AWS Experience.",8 days ago
"Data Engineer (R, SQL)",nan,Eli Lilly,4.2,"Bengaluru, Karnataka",Streamline and prepare data for analysis through understanding of data flow and integration.,30+ days ago
Data Analyst (User Acquisition),nan,Kwalee,nan,"Bengaluru, Karnataka","Regularly communicate results and identify solutions with marketing, management and data science teams.",29 days ago
"Customer Engineer, Machine Learning, Google Cloud",nan,Google,4.3,"Mumbai, Maharashtra",Experience in and understanding of data and information management - especially as it relates to big data trends and issues within businesses.,20 days ago
Data & Email Marketing Analyst,30000 - 35000 a month,Teamwork Arts Pvt Ltd,nan,"Delhi, Delhi",Acquire data from primary or secondary data sources and maintain databases/data systems.,30+ days ago
Team Leader - EOHS,nan,Colgate-Palmolive,4.3,Andhra Pradesh,Track trends and analyze the data to prioritize actions.,Just posted
Teaching (Data Science) Internship,5000 a month,Fusion Technology Solutions,nan,"Pune, Maharashtra",Working on training candidates in data science 2.,5 days ago
Associate Data Engineer,nan,Class One Exchange,nan,"Chennai, Tamil Nadu",Implement data flows and set up automation between various data sources.,30+ days ago
Data Operations Team Leader - Customer,nan,bp,3.9,"Pune, Maharashtra",Drive data science fuelled operations - ensuring analytics driven operations and support transformation of data operations to an intelligent digital operation.,30+ days ago
Data Scientist,nan,Adat Science LLC/Getyoteam,nan,"Ahmedabad, Gujarat",Strong ability to interpret data and communicate findings.,29 days ago
Sr. Data Scientist/ Sr. Data Science Consultant (Marketing Analytics),nan,Course5,nan,"Bengaluru, Karnataka", Identify client business problems and devise hypothesis that can be validated with available data.,30+ days ago
Data Scientist,nan,Sentieo,nan,"New Delhi, Delhi",We'relooking for individuals who are excited about the opportunity to build data science tools that can give investors an edge.,30+ days ago
Associate Director,nan,Larsen & Toubro Infotech Limited,3.7,India,These profiles are required for us to setup ‘IT Data insights COE’ team (which was … remaining associates are going to be Elite / Premium hires (who is…,10 days ago
AI/Machine Learning/Deep Learning_Kolkata,nan,PNR Software Solutions,nan,"Kolkata, West Bengal",Study and transform data science prototypes.,30+ days ago
"Big Data Engineer Bangalore, Karnataka",nan,VMware,4.0,"Bengaluru, Karnataka","A pioneer in the use of virtualization and automation technologies, VMware simplifies IT complexity across the entire data center to the virtual workplace,…",13 days ago
Data Analyst,nan,Vixplor Analytics,nan,"Kolkata, West Bengal",Acquire data from primary or secondary data sources and maintain databases/data systems.,30+ days ago
Product Manager,nan,Phamax Analytic Resources Pvt Ltd,nan,"Bengaluru, Karnataka","Be the inhouse data science expert and evangelist to enhance the awareness and understanding of NLP, AI and ML among non-data science team members.",Just posted
Data Delivery Manager H/F,nan,Equancy,nan,"Mumbai, Maharashtra","Le pilotage de projets data-science, datalakes, applications data, gouvernance data, avec la coordination des différents profils : métier, data science,…",21 days ago
Lead Data Scientist / Machine Learning Expert,nan,Bidgely,nan,"Bengaluru, Karnataka",Strong intuition for data and Keen aptitude on large scale data analysis.,30+ days ago
Manager - Data Science,nan,KhataBook,nan,"Bengaluru, Karnataka",Experience with presenting complex data science processes/information to non-data scientists.,30+ days ago
Data Domain Architect Assoc,nan,"JPMorgan Chase Bank, N.A.",3.9,"Mumbai, Maharashtra","Implement data delivery solutions - data design, ETL procedures, end-to-end data process management, and administering enterprise controls.",2 days ago
Consultant/Senior Consultant – Data Science,nan,Absolutdata,3.3,"Pune, Maharashtra",Lead and groom the pool of data scientists for solving complex problems using data science.,30+ days ago
Data Scientist,nan,Hewlett Packard Enterprise,3.8,"Bengaluru, Karnataka",Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,6 days ago
Data Analyst,nan,Technogen India Private Limited,nan,India,Integrate incoming new data to the existing data model to provide a unified data for the end user.,28 days ago
Senior Talent Sourcer,nan,Epicor Software Corporation,3.5,"Bengaluru, Karnataka",A recruiter DNA that combines science with marketing.,Today
System Administrator,175000 - 300000 a year,Evodigital Technologies Private Limited,nan,"Chennai, Tamil Nadu",Maintain data center environmental and monitoring equipment.,Today
Data Scientist,50000 a month,Enroute Corporate Solutions,nan,"Kochi, Kerala",Experience with common data science toolkits.,30+ days ago
HD Map Data Collector Dev Engineer,nan,Mercedes-Benz Research and Development India Priva...,4.0,"Bengaluru, Karnataka",2 to 4 years of experience in Software development.,30+ days ago
Computer Vision & Machine Learning Internship,9000 - 15000 a month,Veer B Mahapatra,nan,"Bengaluru, Karnataka","I am a data scientist, machine learning engineer, AI developer, and entrepreneur who is experienced in various AI and automation platforms.",3 days ago
Medical Editor,nan,Turacoz,nan,"Pune, Maharashtra","Interpretation and Presentation of Data: writing scientific documents involves review and interpretation of research data, presentation of those data in text,…",30+ days ago
Data Scientist,nan,Larsen & Toubro Infotech Limited,3.7,India,Must have minimum of 4+ years of industry experience in developing data science models.,30+ days ago
Data science-phd,nan,Novotree Minds Consulting Private Limited,nan,"Bengaluru, Karnataka",Looking for a cand who is having good experience into(Only for PHD Cand) other Graduates dont apply.,30+ days ago
Bioinformatics Data Analyst,nan,Technogen India Private Limited,nan,India,Integrate incoming new data to the existing data model to provide a unified data for the end user.,28 days ago
"Sr. Data Science & AI Engineer (Java,Python)",nan,iCliniq,nan,Remote,"We are looking for Sr. Data Science & AI Engineers who are passionate in developing Machine Intelligent Applications using Java, Python, Neo4J and deep learning…",30+ days ago
Data Scientist,nan,TCG Digital,3.5,India,"Core responsibilities include leveraging data science to solve business cases, training other team members, and contributing to pre-sales through quick…",30+ days ago
Big Data/Hadoop Teacher,30000 - 60000 a month,"Canadian College of Business, Science and Technolo...",nan,"Ahmedabad, Gujarat",We are looking to hire an instructor to teach the following:,11 days ago
Customer Engineer,nan,Microsoft,4.2,"New Delhi, Delhi",Business intelligence – combining knowledge of SSIS/SSAS/SSRS/AAS/Azure Data Factory/Power BI technologies with a deep understanding of data structure / data…,12 days ago
Head - Data Analytics,nan,Della By Jimmy Mistry,nan,"Mumbai, Maharashtra",2.Oversees all activities of data analytics and data warehousing.,30+ days ago
Data Analyst 2,nan,Zynga,3.8,"Bengaluru, Karnataka",3+ years of work experience in data science or analytics roles.,4 days ago
Data Scientist,nan,Kwalee,nan,"Bengaluru, Karnataka",Build data solutions to solve business problems.,24 days ago
Data Management SME,nan,Société Générale,3.9,India,"Ø Previous experience with Data management and Data governance, and/or implementation of data quality, data lineage, metadata management, including experience…",30+ days ago
Data Scientist,nan,Kimberly-Clark,4.0,"Bengaluru, Karnataka","Coordinates data science implementations, leading design variances based upon business needs and ensuring artifacts and repositories are documented.",30+ days ago
Programme Officer,35000 a month,Bombay Natural History Society,nan,"Mumbai, Maharashtra","Data collection, collation, analysis, report writing, field implementation, team handling and project.",7 days ago
Director of Data Science,nan,Deal4loans,nan,"Noida, Uttar Pradesh","Good with numbers: digest numbers/data, analyze it, use this data to make.",30+ days ago
Research Technician III - Laboratory,16400 - 34000 a month,International Rice Research Institute,nan,India,Assist in compilation of data.,1 day ago
Officer - Geologist,nan,Imerys,3.7,Remote,"Assist with the validation of new suppliers, including data collection.",30+ days ago
Data Scientist,nan,TTEC,3.5,Andhra Pradesh,Expert at data wrangling both structured and unstructured data.,30+ days ago
Big Data Telecom Manual Testing,nan,Talpro,nan,"Bengaluru, Karnataka",Position1: Technical Lead – Big Data Testing.,Today
Data Scientist,nan,Tookitaki,nan,"Bengaluru, Karnataka",The data science team is responsible for solving business problems with complex data.,30+ days ago
"Engineer, Big Data",nan,True Influence,2.9,"Bengaluru, Karnataka",Maintain and support existing data management applications.,24 days ago
Product Specialist - Oncology - Mumbai,nan,Novartis,4.1,"Mumbai, Maharashtra",Where you’re given opportunities to explore the power of digital and data.,Just posted
Data Analyst I,nan,Dun & Bradstreet,3.7,"Hyderabad, Telangana",Perform data profiling and analyze results to identify data quality issues.,16 days ago
Internship in Business Analytics & Data Science,360000 - 590000 a year,Shri TirupatiI Balaji Education Foundation,nan,"Chennai, Tamil Nadu",Candidates will be trained for 5 months and after that will be placed in MNC's.,30+ days ago
Data Engineer: Data Integration,nan,IBM,3.9,"Bengaluru, Karnataka","Demonstrated ability in solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers.",30+ days ago
"Young Professional, MKSP",nan,United Nations Development Programme (UNDP),4.4,"Dehra Dun, Uttarakhand",Responsible for maintaining data sets: ensure that this data is updated and submitted at regular intervals.,2 days ago
Lead - Data Analytics (Remote),nan,Chargebee,nan,"Chennai, Tamil Nadu",Build and lead a team of data analysts and data scientists.,18 days ago
Data Steward (Technical R&D),nan,Novartis,4.1,"Hyderabad, Telangana",Contributes to data flow/data models based on frequency and business needs in collaboration with data engineers and data modelers.,17 days ago
Big Data Engineer,nan,PayU,nan,"Gurgaon, Haryana","Experience processing large amounts of structured and unstructured data, including integrating data from multiple sources.",30+ days ago
Medical Editor,nan,Havas,nan,"Mumbai, Maharashtra",B. Ensuring accuracy of the data and content presented.,13 days ago
Lead Data Scientist,nan,Poshmark,nan,"Chennai, Tamil Nadu","With 400+ MM events per day and 30+ terabytes of exponentially growing data, Poshmark presents a unique opportunity to innovate cutting edge data science…",30+ days ago
Data Engineer,nan,Rolls-Royce,4.0,"Bengaluru, Karnataka","Securing the data supply chain, understanding how data is ingested from different sources and combined / transformed into a single data set.",30+ days ago
Global | GIR - Data Strategist - Analyst - Bengaluru,nan,Goldman Sachs,4.0,"Bengaluru, Karnataka",Leverage alternative data and advanced analysis to create unique data driven insights.,30+ days ago
Data Scientist - QuantumBlack,nan,McKinsey & Company,4.3,"Gurgaon, Haryana",Develop data science products and solutions for clients as well as for our data science team.,30+ days ago
Data Analytics and Business Intelligence Specialist,nan,Profitics,nan,"Madhapur, Hyderabad, Telangana",Coordinates with IT to define and establish the overall data warehouse architecture for the business including an integrated data model covering the entire…,16 days ago
Clinical Data Specialist - UAT,nan,IQVIA,3.8,"Bengaluru, Karnataka","At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",12 days ago
Computer Vision Engineer,30000 - 38000 a month,Vasundharaa Geo Technologies Pvt Ltd,nan,"Pune, Maharashtra",Geo Spatial technologies across the spectrum have proven their worthwhile responding to the COVID pandemic.,24 days ago
Associate - Data Analytics - AWM,nan,"JPMorgan Chase Bank, N.A.",3.9,"Mumbai, Maharashtra",Proficiency in building queries for extracting data from large data sets.,2 days ago
Senior Software Engineer - Data Science and Machine Learning,nan,VSH SOLUTIONS,nan,"Pune, Maharashtra","Developing complex, multi-step data pipelines that unify various data sources into one cohesive platform for data access.",30+ days ago
"Senior Data Analyst, DBXB",nan,Dun & Bradstreet,3.7,"Hyderabad, Telangana","Help prioritize work, train, guide and mentor to ensure team happiness and efficiency Key Requirements • Bachelor’s degree in computer science, data science,…",Just posted
Data Scientist,nan,Netradyne,nan,"Bengaluru, Karnataka","Perform data wrangling tasks such as acquiring, cleaning, structuring and enriching data.",30+ days ago
Molecular Biology Internship,8000 a month,Indian Institute Of Science,4.4,"Bengaluru, Karnataka",Maintain accurate record of measurements/data collected 4.,1 day ago
Business Analyst - Data Science,nan,Genpact,3.8,"Bengaluru, Karnataka",Acquire data from primary or secondary data sources and maintain databases/data system.,30+ days ago
Senior Data Scientist,nan,Techvantage Systems,nan,"Thiruvananthapuram, Kerala",We are looking for a very curious Lead data scientist who enjoys a deep dive into the raw data to help figure out the right set of questions and find the…,30+ days ago
Young Professional,60000 a year,"NITI, Aayog",nan,"Delhi, Delhi","Recruitment to the position of Young Professionals, NITI Aayog.",7 days ago
Cluster Coordinator - (8 Posts),nan,United Nations Development Programme (UNDP),4.4,"Joshimath, Uttarakhand",Responsible for maintaining data sets: ensure that this data is updated and submitted at regular intervals.,2 days ago
Sr AI - Machine Learning,nan,Resource Infinite,nan,"Gurgaon, Haryana",Visualize data to tell compelling stories Skills and Qualifications.,16 days ago
Staff Data Architect,nan,Walmart,3.5,"Bengaluru, Karnataka",Ability to write designs for data architecture of data warehouse or data lake solutions.,30+ days ago
Territory Sales Representative,nan,Qiagen,nan,"New Delhi, Delhi",Information systems: Utilize SFDC for productivity to input customer data and provide information that will increase effectiveness of pre-call planning sales…,Today
Search and Analysis Specialist,nan,Chr. Hansen,nan,"Pune, Maharashtra",We are looking for a biotech wiz with a data science itch.,7 days ago
Data Scientist,nan,Kaplan,3.7,"Bengaluru, Karnataka",Generate clearly understood and intuitive data science / advanced analytics outputs.,30+ days ago
Associate Data Engineer,nan,Class One Exchange,nan,"Chennai, Tamil Nadu",Implement data flows and set up automation between various data sources.,30+ days ago
Data Engineer - QuantumBlack,nan,McKinsey & Company,4.3,"Gurgaon, Haryana","Work with our clients to model their data landscape, obtain data extracts and define secure data exchange approaches.",18 days ago
Manager - Analytics,nan,Cognizant,3.9,"Pune, Maharashtra",Coordinates in communicating the data needs with both technology and business teams to ensure that right data is captured for analysis and modeling.,Today
Data Scientist,nan,Adat Science LLC/Getyoteam,nan,"Ahmedabad, Gujarat",Strong ability to interpret data and communicate findings.,29 days ago
Big Data Engineer,nan,PayU,nan,"Gurgaon, Haryana","Experience processing large amounts of structured and unstructured data, including integrating data from multiple sources.",30+ days ago
Data Scientist,nan,Fundnel Pte Ltd,nan,"Mumbai, Maharashtra","Familiarity with data engineering methodologies, including SQL, ETL and experience in manipulating data sets with structured and unstructured data using Hadoop,…",30+ days ago
Data Engineer III,nan,Rackspace,3.8,Remote,Knowledge or hands-on experience with data visualization and/or data sciences..,30+ days ago
Senior Specialist - Data Engineer,nan,Philips,4.0,"Bengaluru, Karnataka","The Data Engineer will support our software developers, data architects, data analysts and data scientists throughout the lifecycle of the data projects.",30+ days ago
Data Scientist,nan,SearchUrCollege,nan,"Noida, Uttar Pradesh",Travel and engage clients directly to translate their business needs into implementable science.,30+ days ago
Internship - Family Health Team,nan,PATH,3.9,"New Delhi, Delhi",Perform data analysis for informing program strategy.,Today
Support Representative,nan,Oracle,3.8,"Bengaluru, Karnataka",Build thorough cases through collection of relevant data.,8 days ago
Associate - Data Analytics - AWM,nan,"JPMorgan Chase Bank, N.A.",3.9,"Mumbai, Maharashtra",Proficiency in building queries for extracting data from large data sets.,2 days ago
Computer Operator,8000 - 12000 a month,Narayana Medical College Hospital,4.6,"Nellore, Andhra Pradesh",Associate’s degree or higher in computer science or related field Excellent problem solving skills The capability to work well in high-pressure situations Great…,4 days ago
Lead - Data Analytics (Remote),nan,Chargebee,nan,"Chennai, Tamil Nadu",Build and lead a team of data analysts and data scientists.,18 days ago
Data Scientist,nan,iqm.com,nan,"Ahmedabad, Gujarat","Strong understanding of SQL, and data structures.",30+ days ago
"Young Professional, MKSP",nan,United Nations Development Programme (UNDP),4.4,"Dehra Dun, Uttarakhand",Responsible for maintaining data sets: ensure that this data is updated and submitted at regular intervals.,2 days ago
Sports Data Analysis part time job/internship at Multiple locations,5000 a month,Performance Maps,nan,"Faridabad, Haryana",Analyze data and generate insights 3.,10 days ago
Data Analyst_Calsoft,nan,Calsoft,3.4,"Pune, Maharashtra",It also involves real time data quality checks and alerts.,30+ days ago
Data Engineer,nan,Novo Nordisk,4.1,"Bengaluru, Karnataka","You have experience writing SQL, structuring data, and data storage practices.",15 days ago
POLITICAL SCIENCE INTERN,15000 a month,PICK MY SLOT,nan,"T Nagar, Chennai, Tamil Nadu",O Collect and analyze data from sources such as public opinion survey.,7 days ago
Data Engineer 1,nan,Lenskart,3.8,"Bengaluru, Karnataka","Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets.",30+ days ago
Quant Model Validation Consultant for Data Science,nan,Wells Fargo,3.7,"Bengaluru, Karnataka",Aptitude for synthesizing data to 'form a story' and align information to contrast/compare to industry perspective.,30+ days ago
Global | GIR - Data Strategist - Analyst - Bengaluru,nan,Goldman Sachs,4.0,"Bengaluru, Karnataka",Leverage alternative data and advanced analysis to create unique data driven insights.,30+ days ago
Data Science/ML - Senior Associate - PwC Labs,nan,PwC,4.0,"Bengaluru, Karnataka","Utilizing and applying knowledge commonly used data science packages including Spark, Pandas, SciPy, and NumPy.",30+ days ago
Director – Payment Data Security,nan,Standard Chartered,4.1,India,Lead and execute evidence-based (not checklist based) assessments or assurance against controls that protects payment data.,30+ days ago
Data Analyst,nan,Technogen India Private Limited,nan,India,Integrate incoming new data to the existing data model to provide a unified data for the end user.,28 days ago
Data Engineer,nan,Oracle,3.8,"Bengaluru, Karnataka","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.",30+ days ago
Data Analyst - Retail Banking Data Management,nan,Standard Chartered,4.1,"Chennai, Tamil Nadu",Work closely with internal teams to implement / enhance data quality controls and documentation.,1 day ago
"Sr. Data Science & AI Engineer (Java,Python)",nan,iCliniq,nan,Remote,"We are looking for Sr. Data Science & AI Engineers who are passionate in developing Machine Intelligent Applications using Java, Python, Neo4J and deep learning…",30+ days ago
Data Scientist,nan,Kaplan,3.7,"Bengaluru, Karnataka",Generate clearly understood and intuitive data science / advanced analytics outputs.,30+ days ago
Lead Data Scientist,nan,Vestas,3.4,"Chennai, Tamil Nadu",Enable operational organization by data analytics deployed through self-service BI tools to make better decisions based on insights from data to improve…,30+ days ago
"Business Analyst, Data Sciences and Advanced Analytics Bangalore, Karnataka",nan,VMware,4.0,"Bengaluru, Karnataka",Bring in knowledge of statistical or data science methods to deliver insights.,10 days ago
Data Scientist - C++ Programming,nan,Eminence core solutions LLP,nan,"Bengaluru, Karnataka","Experience in C++ programming, C, Matlab, Python.",30+ days ago
Medical Editor,nan,Havas,nan,"Mumbai, Maharashtra",B. Ensuring accuracy of the data and content presented.,13 days ago
Junior Environmental Scientist or Engineer,nan,Trace Associates,nan,"Alwal, Hyderabad, Telangana","Assist project managers with general office tasks including developing work plans, cost estimates, and data analysis/review.",20 days ago
Senior Director Platforms Data Science (AI &ML),nan,[24]7.ai,3.6,"Bengaluru, Karnataka",Strong knowledge in AI real-time data prediction.,30+ days ago
Programme Officer,35000 a month,Bombay Natural History Society,nan,"Mumbai, Maharashtra","Data collection, collation, analysis, report writing, field implementation, team handling and project.",7 days ago
Data Engineer I,nan,Honeywell,3.7,"Gurgaon, Haryana","Experience with data blending/data virtualization tools like Paxata, Dremio, etc.",30+ days ago
Data Engineer For Freshers,18000 - 25000 a month,Data Analytics,nan,"Chennai, Tamil Nadu",Troubleshoot rotating machinery and static equipment issues through data analysis.,6 days ago
Data Scientist,nan,Shell,3.9,"Chennai, Tamil Nadu",The individual will join a growing global data science organization spanning both on/offshore.,30+ days ago
"Technical Leads, Architects & ICs – Big Data",nan,Unravel Data,nan,"Bengaluru, Karnataka","But, 85% of these data initiatives fail - the reason is complexity of Data Operations (DataOps) in the real-world with petabytes of data.",30+ days ago
Innovation & Data Analytics Manager,nan,Volvo Group,4.1,"Bengaluru, Karnataka",Innovation & Data Analytics Manager - Analytics Deliveries.,15 days ago
Data Visualization Developer - Tableau Developer,nan,NTT DATA Global Delivery Services Limited,3.5,India,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.",8 days ago
Remote Sensing Data Digitization part time job/internship at Hyderabad,20000 - 25000 a month,Corteva Agri Science (The Agriculture Division Of...,3.8,"Hyderabad, Telangana",Cleaning the spatial data set 3.,13 days ago
Data Scientist,nan,IHS Markit,3.5,"Gurgaon, Haryana",Efficiently explore new data sources and assess data gathering techniques.,2 days ago
Manager,nan,Deloitte,4.0,"Mumbai, Maharashtra","You should reimagine everything—relationships, data, markets, the workforce, and more.",3 days ago
Data Analyst,nan,Stellapps Technologies,3.5,"Bengaluru, Karnataka",Creating data visualizations to effectively convey findings.,30+ days ago
Data Scientist - Associate,nan,"JPMorgan Chase Bank, N.A.",3.9,"Bengaluru, Karnataka","Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets.",2 days ago
Data Engineer III,nan,HP,4.0,"Bengaluru, Karnataka",Designing data systems/solutions to manage complex data.,30+ days ago
Data Scientist,nan,MRoads,3.2,"Hyderabad, Telangana",Deploy and monitor data science solutions.,16 days ago
Data Engineer,nan,Contactx Resource Management,1.5,"Kolkata, West Bengal",Job Opening for the post of Data Engineer.,7 days ago
Associate Data Scientist II,nan,UST Global Singapore Pte Limited,3.7,"Thiruvananthapuram, Kerala",Expertise in various data integration/ETL tools; application integration; business process and data science tools.,30+ days ago
Data Scientist / Analyst,nan,Adoro,nan,"Mumbai, Maharashtra","Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",30+ days ago
Data Scientist,nan,Analytics Vidhya,4.0,"Gurgaon, Haryana",Person with 2+ years of experience in data science.,30+ days ago
Senior Data Scientist,nan,Bewakoof,3.7,"Bengaluru, Karnataka","Use relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. in data science…",30+ days ago
Artificial Intelligence Engineer,nan,Unusual Hire,nan,"Bengaluru, Karnataka",Pulling the right data from databases.,10 days ago
Opening For DATA ANALYST,58000 - 84000 a month,BLUE SUN INFO,nan,"Mumbai, Maharashtra",Knowledge of industry in data quality and data protection management practices.,15 days ago
Literature Specialist,nan,GSK,4.2,"Bengaluru, Karnataka",Bachelor’s Degree - Life sciences.,3 days ago
Azure Data Engineer,2000000 - 2500000 a year,loyalytics consulting,nan,"Bengaluru, Karnataka",Research new data sources and perform basic data source analysis.,30+ days ago
Systems Engineering (Machine Learning) part time job/internship at Delhi,4000 a week,ESSI Integrated Technologies,nan,"Delhi, Delhi",Using open source libraries for decoding/encoding of image data 3.,13 days ago
Principal Investigator,nan,Syngene,4.0,"Bengaluru, Karnataka",Designation: Principal Investigator/Senior Principal Investigator.,1 day ago
Data Scientist-1,nan,PayPal,3.9,"Chennai, Tamil Nadu",As the decision science analyst she/he….,3 days ago
Data Analyst,nan,GroundTruth,nan,"Gurgaon, Haryana",Present the analysis in crisp and clear manner for solving location data anomalies/issues.,30+ days ago
Building Sciences / Civil Engineers or Technologists,nan,IRC Building Sciences Group,nan,Orissa,"Knowledge in areas related to building science such as thermodynamics, heat transfer and psychometrics.",30+ days ago
Data Scientist II,nan,skilora,nan,Remote,Write SQL queries to run on data warehouse and production databases to fulfill adhoc data requests.,15 days ago
